小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
六场宿舍,57786,石景山 鲁谷,鲁谷路,多层,0.50元/平米/月,商品房住宅经济适用房,1.20,800户,30%,1984年,车位充足,"阿克苏若贝尔,古驰贸易有限公司",北京西宇嘉业物业管理有限公司,116.22444920768689,39.908861633077954
盛泽花城,11764,北京周边 廊坊,凤仪道,多层|小高层,1.90元/平米/月,商品房住宅,1.70,暂无数据,38%,2015年,暂无数据,廊坊果岭湾房地产开发有限公司,恒瑞物业管理有限公司,116.4133836971231,39.910924547299565
瑞和国际,49045,朝阳 定福庄,定福庄北街,高层,2.80元/平米/月,商品房住宅,2.80,暂无数据,35%,2000年,车位充足,北京宏天力强公司,北京宏天力强物业管理公司,116.55931648145774,39.927617811309226
首开万科台湖新城V公馆,63013,通州 通州周边,站前街,小高层,2.50元/平米/月,办公,2.00,暂无数据,15%,2015年,暂无数据,上海久裕资产经营管理有限公司,北京东亚时代物业管理有限公司,116.44397629974036,39.903941282491566
紫御长安,70000,石景山 鲁谷,鲁谷路,高层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,新能(北京)国际房地产开发有限公司,北京京悦物业管理有限公司,116.21904230682235,39.90887035004098
南门仓胡同小区,115969,东城 朝阳门,南门仓胡同,低层,0.50元/平米/月,商品房住宅,0.00,3400户,暂无数据,2001年,1300个,中城新产业、加拿大先马士、宝信数字、丰田纺织、随易网络、汉琳德设备检测、三菱电梯、申美饮料,东方容和物业管理有限公司,116.43821995803242,39.928478057165805
裕隆园,52056,丰台 大红门,大红门路,高层,1.65元/平米/月,商品房住宅,3.75,252户,30%,2004年,每户一位，150元/车位/月,上海远建投资管理有限公司,北京首钢物业管理有限公司,116.41423798566308,39.85051209702711
花园闸北里,55147,朝阳 定福庄,定福庄西街,多层|高层,0.60元/平米/月,商品房住宅,1.40,850户,30%,2015年,200/月,上海信颐物业管理有限公司,天翌物业,116.55433034689408,39.918224390567325
港湾国际,77433,朝阳 三里屯,东直门外大街28号,多层|小高层,4.28元/平米/月,商品房住宅,0.00,392户,30%,2004年,小区内车位充足、150元/车位/月,漕河泾物业,北京迪宇物业管理有限公司,116.45333188213512,39.9465721634603
槐柏树街北里,114241,西城 西便门,西便门内大街,多层,1.20元/平米/月,商品房住宅,1.80,350户,33%,1990年,地上车位：150元/月,北京第一建筑工程有限公司,业主自管,116.36541992216418,39.901997952657474
中骏西山天璟,56790,门头沟 大峪,北京西山永定楼北300米,高层,5.00元/平米/月,商品房住宅,3.19,暂无数据,30%,2018年,暂无数据,北京骏宇房地产开发有限公司,世邦泰和物业管理有限公司,116.10793089829318,39.95517484138755
马甸南村,149580,西城 德胜门,德胜门外大街,小高层,2.19元/平米/月,商品房住宅,1.90,2000户,10%,1989年,200/月,北京金华房地产开发公司,北京双吉安物业管理中心,116.3841836477074,39.97274400772132
仁和花园(东区),27901,顺义 顺义城区,顺泰路,小高层,2.18元/平米/月,商品房住宅,2.10,5549户,33%,2012年,暂无数据,上海烨博实业有限公司,仁和物业,116.69154821673044,40.11530310257597
南营房(一区),121346,西城 月坛,月坛北街,多层,2.50元/平米/月,商品房住宅,1.30,暂无数据,30%,2015年,暂无数据,"上海佳绿绿化有限公司,香港权顺投资管理有限公司",北京城建弘通物业管理有限责任公司,116.35673403640845,39.92690757117098
绿港家园3区,44495,顺义 顺义城区,东兴路,小高层,1.69元/平米/月,商品房住宅,1.89,暂无数据,40%,2007年,暂无数据,北京金汉房地产开发有限公司,北京京汉物业管理有限公司,116.6662403490216,40.14219885877206
久居雅园,45141,通州 梨园,群芳中二街,多层|小高层,1.76元/平米/月,商品房住宅,1.92,2180户,25%,2007年,总体规划1:1车位,北京伯雅房地产开发有限公司,北京新荣盛世物业管理有限公司,116.67534018383768,39.875580561805236
西三环北路82号院,97130,海淀 航天桥,西三环北路82号,高层,1.50元/平米/月,商品房住宅,2.80,300户,45%,1995年,150元/车位/月,国科实业发展有限公司,业主自管,116.46671905965867,39.958624386904134
金台里,69154,朝阳 红庙,金台路,多层,0.50元/平米/月,商品房住宅,1.20,1500户,28%,1991年,1700个，公房社区都是后来规划的车位，没有费用，先到先停,"阿克苏若贝尔,古驰贸易有限公司",北京恒安物业管理有限公司,116.48350704218188,39.92442108428242
知春路82号院,124361,海淀 知春路,知春路82号,多层,2.00元/平米/月,商品房住宅,1.50,846户,35%,2001年,车位充足,上海巨东商务有限公司,亿方物业管理有限责任公司,116.33660354891316,39.97986933781509
韩村河西小区,17185,房山 韩村河,岳琉路,多层,0.45元/平米/月,商品房住宅,2.00,暂无数据,30%,2000年,9310,北京韩村河房地产开发有限公司,北京地杰物业管理有限公司,115.95670799281027,39.60799157712996
空港新苑5号院,17948,大兴 大兴周边,知新巷,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.30828437788054,39.51954143225413
远洋山水(北区),71630,石景山 鲁谷,鲁谷路,小高层|高层,2.00元/平米/月,商品房住宅,3.00,11026户,32%,2005年,远洋山水地上地下车位一共有5484个，如果是从物业租是地上150元每月，地下是350元每月，地上出租价300元/月到500元/月，地下出租车位租价600-700元/月。目前地下产权车位售价45-60万元/个,智慧树网络科技有限公司,远洋亿家物业服务股份有限公司,116.24631881464953,39.908185165664406
石佛营东里小区,59006,朝阳 石佛营,姚家园路,多层,0.80元/平米/月,商品房住宅,1.10,500户,30%,1995年,地上150元/月,三河福成房地产开发有限公司,北京天诺物业管理有限责任公司,116.510432043063,39.94033807533417
槐柏树街南里,103771,西城 西便门,西便门内大街,多层,1.20元/平米/月,商品房住宅,1.80,3000户,33%,1992年,1020个,"东方海外货柜航运(中国)有限公司,乔达国际货运(上海)有限公司,上海市国际展览有限公司,大日精化(上海)贸易有限公司,上海凯璞庭资产管理有限公司,上海金丰投资有限公司,虹软（上海）多媒体科技有限公司",业主自管,116.36541992216418,39.901997952657474
Wehouse,133816,海淀 四季青,常青园路,多层|高层,4.20元/平米/月,商品房住宅,1.30,暂无数据,45%,2015年,暂无数据,北京恒乾房地产开发有限公司,长青园物业一部,116.27599281005227,39.94505969409118
大灰厂小区,29972,丰台 长辛店,大灰厂路88号,多层,1.20元/平米/月,商品房住宅,0.00,495户,30%,1986年,暂无数据,暂无数据,健化永发物业,116.1223333407041,39.85917962599869
富贵园(三区),105046,东城 东花市,东花市大街,高层,1.10元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2003年,暂无数据,上海新金博房地产有限公司物业管理部,北京国瑞物业管理有限公司,116.43882990747369,39.90042523342038
新苑街10号院,98753,海淀 白石桥,新苑街10号,多层,0.70元/平米/月,商品房住宅,0.80,150户,30%,2000年,134,北京房地产开发公司,业主自管,116.33422196134511,39.94043875988401
山水LAVIE,73073,朝阳 北苑,红军营东路,多层,2.98元/平米/月,商品房住宅,1.36,1645户,40%,2004年,"地下车位,车位配比1：0.8",北京朝来绿色家园房地产开发有限公司,北京九台物业发展有限责任公司,116.4461280109284,40.04466854781323
蒲黄榆四里,66025,丰台 蒲黄榆,景泰路,多层,0.44元/平米/月,商品房住宅,1.68,890户,33%,1965年,320个,"上海芝阁信息科技服务有限公司,上海窗钩厂",亿方物业管理有限责任公司,116.42326371027458,39.874150818641425
富海中心,94480,海淀 白石桥,大柳树路17号,高层,2.80元/平米/月,商品房住宅,5.19,暂无数据,30%,2003年,暂无数据,汇丰银行、爱马仕、上海克顿文化传媒有限公司,戴德梁行物业管理有限公司,116.34085792380841,39.95997790036122
芳林苑,59306,朝阳 潘家园,紫芳路5号,高层,1.64元/平米/月,商品房住宅,4.50,468户,50%,2000年,200个车位，出租地上150元/月，地下300元/月，出售10万元,北京新地房地产开发有限责任公司,北京外企双新物业管理有限公司,116.45117226585859,39.87255505800518
永利国际(商住楼),88970,朝阳 三里屯,工人体育场体北路,高层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.12384704208166,39.92689917474497
长景新园,36827,房山 长阳,长韩路,多层|小高层|高层,1.50元/平米/月,商品房住宅,2.50,暂无数据,43%,2014年,暂无数据,北京天庆房地产开发有限公司,住宅,116.22708600385035,39.80346667879865
小营西路23号院,54548,海淀 清河,小营西路23号,多层,1.10元/平米/月,商品房住宅,0.00,暂无数据,35%,2000年,总数0个 地上车位0个,消防队,消防队,116.33998459119161,40.04218582493308
公园懿府,66099,丰台 新宫,"槐房西路,近西红门路",高层,3.92元/平米/月,商品房住宅,2.06,暂无数据,30%,2016年,暂无数据,北京金天恒置业有限公司,北京市鼎泽物业管理有限责任公司第三分公司,116.37715225115859,39.796891072700234
马坊村检测场小区,19989,昌平 南口,马兴路,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.1157070799403,40.23371088399882
建欣苑二里,53380,丰台 大红门,春泽路,多层,0.55元/平米/月,商品房住宅,0.00,暂无数据,35%,2015年,暂无数据,杭州华亭科技有限公司,业主自管,116.40225360202392,39.849768299552494
东堂子胡同,104782,东城 朝阳门,东堂子胡同,低层,0.50元/平米/月,商品房住宅,0.00,暂无数据,40%,1990年,车位50个，租价150元/月,暂无数据,暂无数据,116.41377032781459,39.91499560803053
星河城冬季星空,66703,丰台 草桥,镇国寺北街4号,小高层,2.00元/平米/月,商品房住宅,2.00,暂无数据,33%,2004年,暂无数据,上海一步企业形象设计有限公司,北京星河城物业管理公司,116.36934400000477,39.850490078190454
西大望路37号院,54687,朝阳 松榆里,西大望路37号,多层,0.00元/平米/月,商品房住宅,2.20,暂无数据,30%,2003年,暂无数据,无,颐中国际物业管理有限公司,116.48521481078691,39.920457110890965
CLASS果岭里,102578,朝阳 望京,广泽路6号,低层|多层|小高层,4.30元/平米/月,商品房住宅,1.40,569户,40%,2003年,停车位：999,"上海佳绿绿化有限公司,上海泰府物业管理有限公司",北京万科物业服务有限公司,116.48717751849567,40.01306665253257
桃花岛,47877,通州 梨园,北京市通州区九棵树中路998号,高层,0.98元/平米/月,商品房住宅,0.00,暂无数据,30%,2006年,暂无数据,北京市欣达园房地产开发有限公司,北京赛科物业管理有限公司,116.66661637970809,39.87470981746372
南华园二区,27906,怀柔 怀柔城区,南大街,多层,0.50元/平米/月,商品房住宅,1.70,暂无数据,15%,1983年,车位充足,上海联瑞电子技术有限公司,北京安居物业管理有限公司,116.63523578349748,40.316422013417366
中央财经大学家属院,96126,海淀 皂君庙,学院南路39号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1990年,暂无数据,暂无数据,北京光大物业管理有限公司,116.3491632074009,39.96521113025797
金色漫香林(一期),56259,大兴 亦庄,小羊坊东路1号,多层,0.00元/平米/月,商品房住宅,1.20,暂无数据,35%,2008年,暂无数据,暂无数据,无,116.52948501309909,39.830024092527005
龙鼎园,41137,通州 九棵树,云景南大街,小高层,2.20元/平米/月,商品房住宅,2.25,1590户,30%,2002年,小区有260个停车位，地上车位配比1：1，大车210每月、小车150每月,北京隆鹤房地产开发有限公司,北京隆鹤物业管理公司,116.65566891011909,39.88437403977029
禄米仓胡同小区,123972,东城 朝阳门,禄米仓胡同,低层,0.98元/平米/月,商品房住宅,0.00,450户,暂无数据,1969年,充足,住总开发有限公司,住总正华建设工程公司物业部,116.43275305035979,39.953007767620925
金域华府(一期),63116,昌平 回龙观,龙域北街,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.31554295589284,40.07135865417162
幸福东园,23511,怀柔 怀柔城区,希望大街,多层,0.60元/平米/月,商品房住宅,1.50,110户,28%,2005年,车位充足,北京京北鑫民房地产开发有限公司,京北鑫民物业公司,116.71598734036702,40.33242956488083
华龙苑中里(南区),60014,昌平 霍营,黄平路,多层,0.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1992年,暂无数据,北京三江鸿泰房地产开发有限公司,北京市华龙苑物业管理中心,116.37656323223572,40.08359245662851
秀山公寓,30516,海淀 温泉,白家疃路,多层,0.90元/平米/月,商品房住宅,0.00,暂无数据,20%,2000年,充足,暂无数据,业主自管,116.18488756353582,40.04659173579415
怡佳家园,45946,通州 通州北苑,"通惠南路6,8号",高层,1.80元/平米/月,商品房住宅,2.80,600户,35%,2002年,小区是人车分流小区，地下两层停车位-1层是临时停车位，-2层私家停车位都是350/月，年付可优惠，小区外有地上停车位150/月。,北京万佳房地产开发有限公司,北京福贤物业管理有限公司,116.65098532485116,39.91425811862809
广宁村新立楼,39797,石景山 石景山周边,广宁路,多层,0.00元/平米/月,单位集体自建房,1.80,暂无数据,36%,1984年,暂无数据,暂无数据,暂无数据,116.15178868854572,39.93566896255702
宜春里社区,35103,房山 良乡,房山区良乡拱辰大街,多层,0.30元/平米/月,商品房住宅,0.00,暂无数据,30%,1995年,450,暂无数据,暂无数据,116.14754248823061,39.746702319626344
九洲溪雅苑(二区),30807,房山 长阳,京良路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.18375767486538,39.77778394760395
永顺南街236号院,43907,通州 北关,永顺南街236号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.65296042917595,39.9193273406133
永定路85号院,76717,海淀 永定路,永定路85号,多层,1.00元/平米/月,商品房住宅,2.20,暂无数据,30%,1960年,暂无数据,暂无数据,单位自管,116.26882109818281,39.91515007787637
定慧西里,76730,海淀 定慧寺,西翠路1号,高层,0.64元/平米/月,商品房住宅,2.83,3768户,30%,1990年,150元/车位/月 地上,"上海芝阁信息科技服务有限公司,上海窗钩厂",北京西宇嘉业物业管理有限公司,116.28931248530658,39.919718606473104
庑殿家苑B区,28000,大兴 旧宫,南厂东街2号,小高层,0.00元/平米/月,小产权房,1.83,暂无数据,20%,暂无数据,暂无数据,暂无数据,无,116.44057576423234,39.8253881997183
芙蓉里小区,95289,海淀 万泉河,芙蓉里北里,多层|高层,1.50元/平米/月,商品房住宅,2.30,1000户,35%,1984年,150元/车位/月，共有350个停车位,上海新荣电子商贸有限公司,亿方物业管理有限责任公司,116.30734178590893,39.99549397934933
远大园一区,93209,海淀 世纪城,远大西路,高层,2.52元/平米/月,商品房住宅,3.10,暂无数据,30%,2001年,暂无数据,北京金源鸿大房地产开发有限公司,北京世纪颐和物业管理有限责任公司,116.28634452342705,39.96167834341809
常秀家园,60626,海淀 西三旗,建材城西路,多层,0.70元/平米/月,商品房住宅,1.20,3650户,12%,1994年,停车免费,上海智社文化传媒有限公司,北京第七运输公司,116.33696143382834,40.06106177276659
万明园小区,118416,西城 阜成门,南礼土路,高层,1.50元/平米/月,商品房住宅,3.00,725户,30%,1992年,地上180元/月,暂无数据,业主自管,116.36107788253251,39.92694512714574
群芳园小区,36388,通州 梨园,通州区云景东路66号,多层,0.60元/平米/月,商品房住宅,1.30,3000户,40%,2001年,停车位100多个,北京市民望房地产开发有限责任公司,北京群芳园物业管理中心,116.67226501458538,39.87783108667522
丰侨公寓,189960,西城 金融街,太平桥大街107号,小高层,0.00元/平米/月,商品房住宅,2.30,暂无数据,25%,2006年,暂无数据,暂无数据,暂无数据,116.37257951679061,39.92333059792517
三槐家园,41006,大兴 旧宫,三槐南路,小高层,2.28元/平米/月,商品房住宅,2.00,暂无数据,38%,2011年,总数0个 地上车位0个,北京兴海创业投资管理有限公司,北京市三槐堂物业管理中心,116.45914688319286,39.76853503860977
西直门北大街43号院,90047,海淀 皂君庙,西直门北大街43号,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京京粮置业有限公司,116.36165296783864,39.95316025907744
东营中街35号院,46069,通州 新华大街,东营中街35号,多层,0.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,通州区住房和城乡建设委员会,业主自管,116.58147358840392,39.87916010815564
首城汇景湾(北区),24180,平谷 平谷城区,金河街,高层,2.46元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京城承物业管理有限公司,117.009416499607,40.06739319154691
双花园西里小区,67245,朝阳 双井,广渠门北滨河路,多层,0.60元/平米/月,商品房住宅,2.00,500户,33%,1990年,地上：100元/车位/月地下：350元/车位/月,"上海塘头建材有限公司,中企物业管理有限公司",北京光环物业管理中心,116.45410999436785,39.9035017344127
龙跃苑(二区),48087,昌平 回龙观,文华路,多层,0.64元/平米/月,经济适用房,1.70,暂无数据,35%,2005年,暂无数据,北京首都开发股份有限公司,北京天鸿宝地物业管理经营有限公司,116.35336278566005,40.08360487735821
金地仰山,58359,大兴 高米店,乐园路22号,多层|小高层|高层,3.20元/平米/月,商品房住宅,1.80,2000户,30%,2012年,约1400个，车位比1：0.6,北京金地融侨房地产开发有限公司,北京金地格林物业管理有限公司,116.3196682442863,39.771110063253815
育人里小区,103130,西城 宣武周边,右安门内大街,多层,2.00元/平米/月,商品房住宅,1.35,850户,30%,1999年,150个元/位·月,上海开天物业管理有限公司,街道办事处,116.37224382002154,39.880934217925024
龙山家园5号院,38000,门头沟 城子街道,黑山东街,多层,1.97元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京寓吉物业公司,116.10573139725199,39.94057781864735
太和东园,20000,平谷 平谷城区,新平北路2号,多层,0.75元/平米/月,小产权房,0.00,暂无数据,30%,1995年,暂无数据,上海陆欲科技有限公司,上海陆欲科技有限公司,117.14204403188062,40.1563970314147
马连店家园,33792,昌平 回龙观,龙禧二街,高层,0.70元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2016年,暂无数据,北店嘉园开发商,暂无数据,116.3520930308217,40.09630794873224
中冶蓝城(西区),25129,房山 房山城关,德润街11号,高层,2.26元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,沪东文化宫总部,北京华特物业,116.01709496376861,39.7132400758986
芳城东里,70636,丰台 方庄,紫芳路,多层,0.50元/平米/月,商品房住宅,2.00,766户,30%,1993年,充足,蔚蓝海岸婚纱摄影,北京大方物业管理有限责任公司,116.44910966657713,39.873092542940405
玉芳园,56722,丰台 草桥,草桥东路,小高层|高层,1.50元/平米/月,商品房住宅,2.00,暂无数据,40%,2000年,暂无数据,上海新雅印刷有限公司,北京筑宇物业管理有限责任公司,116.36664504110004,39.85235410675992
河马公舍,20000,大兴 庞各庄,隆盛大街6号,多层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.329368955658,39.63570610851967
芳草园小区,35256,通州 通州周边,光华路,多层,0.35元/平米/月,商品房住宅,0.00,暂无数据,35%,1997年,暂无数据,暂无数据,单位自管,116.72661968438312,39.860448789857806
中建府前观邸,41960,怀柔 怀柔城区,府前街9号,多层|小高层|高层,1.80元/平米/月,商品房住宅,2.47,暂无数据,30%,2013年,暂无数据,上海思兰工艺品有限公司,长城物业集团股份有限公司,116.64098439977802,40.32402767947262
盈华盛嘉,193411,西城 月坛,月坛西街6号,多层|小高层|高层,4.48元/平米/月,商品房住宅,3.00,111户,25%,2005年,1/1,北京富景文化旅游开发有限公司,北京创新物业管理有限公司,116.35663980416047,39.92160595310279
樊家村甲14号院,59612,丰台 玉泉营,樊羊路,多层,1.30元/平米/月,商品房住宅,1.80,暂无数据,35%,2005年,充足,上海张江物业设施管理有限公司,北京李老新村物业管理有限公司,116.31958380356836,39.85518352997636
紫竹园,24299,北京周边 燕郊,迎宾路648号,多层,0.72元/平米/月,商品房住宅,0.00,暂无数据,32%,2000年,车位充足,燕效开发区房地产开发公司,三河市紫竹物业服务有限公司,116.45092442336838,39.80641661224423
鸿博家园(二期B区),40530,朝阳 小红门,小红门东路,高层,1.50元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2011年,暂无数据,小红门房地产开发有限公司,北京莱德红兴物业管理有限公司,116.47049230212279,39.83158552709728
育仁里小区,57657,丰台 科技园区,五圈路,多层,0.80元/平米/月,商品房住宅,1.99,暂无数据,30%,1997年,暂无数据,上海杨浦科技创业中心,北京育新物业管理公司,116.31658013943465,39.833559502092974
百旺茉莉园(一期),81570,海淀 西北旺,海淀区西北旺四街,多层|小高层,2.18元/平米/月,商品房住宅,1.34,1960户,34%,2005年,1723个地上、地下车位，地上车位150元/位.地下车位400元/月,"上海竞翔汽车零件有限公司,上海佳化有限公司",北京德成永信物业管理有限公司,116.26145499300098,40.05549789272202
大红门西后街,53333,丰台 大红门,大红门路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,业主自管,116.40701560936286,39.83865773213474
靛厂秀园,45000,丰台 岳各庄,靛厂路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.29306223169178,39.89491056916841
道家园小区,61801,朝阳 甜水园,甜水园东街7号,多层|小高层,1.10元/平米/月,商品房住宅,1.80,700户,40%,1990年,车位现有500个，地上120元/月，无地下车位，可在甜水园东路边停靠！,上海鼎固房地产开发物业管理有限公司,北京恒安物业管理有限公司,116.49241993962134,39.93167652969451
酒仙桥三街坊,54045,朝阳 酒仙桥,酒仙桥南路,多层,0.00元/平米/月,商品房住宅,1.50,暂无数据,30%,1993年,车位充足,暂未获知,业主自管,116.50678348540369,39.9694833264895
凤凰北里,16258,房山 燕山,凤凰亭路,多层,0.60元/平米/月,商品房住宅,1.10,暂无数据,20%,2000年,暂无数据,北京华润曙光房地产开发有限公司,北京华润物业管理有限公司,115.95351433706118,39.7460329092729
光华西里,81392,朝阳 国贸,东大桥路,高层,2.00元/平米/月,商品房住宅,0.00,322户,30%,2000年,180 元/车位/月,北京怡禾房地产开发有限公司,街道办事处委员会,116.45837999977898,39.91614004623573
石韵浩庭,86526,朝阳 双井,广渠路33号,高层,2.50元/平米/月,商品房住宅,3.84,842户,30%,2004年,车位充足，地下130元/月、地上230/月,上海红坊文化发展有限公司,北京浩庭物业管理有限公司,116.4796940047837,39.90059509671536
东公街64号院,113993,东城 安定门,东公街64号,多层,1.50元/平米/月,单位集体自建房,0.00,暂无数据,30%,1985年,总数0个 地上车位0个,上海大展投资管理有限公司,北京鸿基恒业物业管理有限公司,116.41344568020328,39.9476942205399
首开康乃馨城,37187,大兴 枣园,丽园路30号,高层,0.80元/平米/月,商品房住宅,2.20,暂无数据,30%,2012年,暂无数据,北京首开仁信置业有限公司,北京方庄物业管理有限责任公司,116.3275235585641,39.75580741737629
中海金石公馆,72722,石景山 古城,古城村中街33号,高层,3.89元/平米/月,商品房住宅,2.80,暂无数据,30%,2015年,暂无数据,东阔实业有限公司,北京中海物业管理有限公司,116.1872406748192,39.91792072165373
新文化街小区,163419,西城 西单,新文化街,多层,1.30元/平米/月,商品房住宅,0.00,暂无数据,10%,1990年,暂无数据,暂无数据,业主自管,116.37304816277516,39.90948337112052
瀛海家园逸园,35035,大兴 瀛海镇,灜坤路1号,高层,0.00元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无,116.4409905118863,39.76991549127346
米拉小镇,39469,通州 马驹桥,新海东路1号,高层,2.95元/平米/月,商品房住宅,2.50,暂无数据,45%,2012年,暂无数据,北京京成远东房地产开发有限公司,北京北世基业物业管理有限公司,116.55114199114749,39.76497941089507
育新花园北里,24830,大兴 大兴周边,育林街,小高层|高层,0.00元/平米/月,商品房住宅,3.00,暂无数据,44%,2010年,暂无数据,暂无数据,暂无数据,116.63823199169545,39.66468808900924
朝新嘉园东里五区,50674,朝阳 东坝,驹子房路,多层,1.98元/平米/月,商品房住宅,0.00,暂无数据,30%,2006年,暂无数据,"上海欧良电子科技公司,盛世饮用水有限公司",北京安居物业管理有限公司,116.56089210932225,39.95637155911142
鲁谷路74号院(南区),63539,海淀 永定路,鲁谷路,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2000年,暂无数据,北京瑞达世纪房地产开发有限公司,北京瑞达物业管理中心,116.25047626238026,39.90904711043885
世桥国贸公寓,75139,朝阳 双井,东三环中路乙16号,超高层,3.00元/平米/月,商品房住宅,4.60,暂无数据,40%,2003年,暂无数据,北京世桥房地产开发有限公司,世和物业管理公司,116.46984462385008,39.905016859113125
酒厂宿舍,33333,昌平 昌平县城,昌平区城角西路,多层,1.50元/平米/月,商品房住宅,3.10,暂无数据,30%,2000年,暂无数据,暂无数据,昌平区城北街道城角路社区居民委员会,116.2296907682359,40.224849852514176
御路园,34288,昌平 昌平县城,政府街,多层,0.85元/平米/月,商品房住宅,1.30,5000户,30%,1992年,150元/车位/月,暂未获知,业主自管,116.22748898370212,40.224189016784216
润景家园,65213,丰台 马家堡,马家堡西路,小高层|高层,1.80元/平米/月,商品房住宅,2.50,664户,32%,2005年,约600个车位、150元/车位/月,禹州物业管理有限公司,北京金冠物业管理有限公司,116.37626822870624,39.86138126267041
天恒世界集,31250,大兴 西红门,广平大街,小高层|高层,0.65元/平米/月,商业,3.00,暂无数据,15%,2016年,暂无数据,上海海基投资有限公司,北京鼎泽物业管理有限责任公司,116.36475303003493,39.77577806605221
太平桥东里小区,69089,丰台 太平桥,北京西站南路,多层|高层,1.50元/平米/月,商品房住宅,0.00,3273户,30%,1994年,150元/车位/月,中国中铁等国家企事业单位,天岳恒物业管理公司,116.32952606929169,39.89110991710682
榆树馆西里,119441,西城 车公庄,西直门外南路105号,多层,1.00元/平米/月,商品房住宅,0.00,320户,24%,2000年,车位充足，地上车位90个,鹰旭地产,业主自管,116.35430169457909,39.94259399390924
马连道西里小区,86889,西城 马连道,马连道南街,多层,1.50元/平米/月,商品房住宅单位集体自建房,1.70,606户,20%,1976年,车位充足 总数180个 地上车位180个,暂无数据,业主自管,116.3319251738172,39.89113766642875
耕天下,135695,西城 陶然亭,永定门西大街3号,多层,5.00元/平米/月,商品房住宅,1.70,168户,32%,2003年,小区有200个地下停车位,北京诚通房地产开发有限公司,北京建国物业管理有限公司,116.39829863235514,39.879456623242596
石坊院小区,45448,昌平 昌平县城,永安巷,多层,0.80元/平米/月,商品房住宅,1.20,5000户,30%,1991年,地上停车位,上海比乐文化发展有限公司,业主自管,116.24360763878985,40.221475731712616
静淑苑小区,92184,海淀 学院路,静淑苑路,多层,1.10元/平米/月,商品房住宅单位集体自建房,1.85,948户,35%,1996年,静淑苑小区有400个地上固定车位和临时车位，固定车位只租不卖，租价150元/月，临时车位先到先得。目前车位可以基本满足客户需求。,教育局,北京育新物业管理公司,116.35650173460358,40.01067630239619
龙腾苑(五区),40449,昌平 回龙观,育知东路,多层,0.61元/平米/月,经济适用房,0.93,726户,30%,2015年,地上价格:150元/月，年付1600/年,"上海芝阁信息科技服务有限公司,上海窗钩厂",北京天鸿宝地物业管理有限公司,116.34371749973833,40.0801941972006
次渠嘉园五区,32000,通州 次渠,北小营路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,广东中奥物业管理有限公司北京分公司,116.43071295452967,39.99985016494644
西马各庄自建房,0,顺义 后沙峪,火寺路,低层,0.00元/平米/月,商品房住宅其他,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.56007141740834,40.13989229274303
安德馨居,142666,西城 德胜门,安德路122号,多层,1.70元/平米/月,商品房住宅,2.20,109户,20%,2003年,停车位地下150个,鹰旭地产,德源物业管理有限公司,116.39051822867211,39.95718754119047
