小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
戏楼胡同,164705,东城 雍和宫,戏楼胡同,低层,0.00元/平米/月,商品房住宅,0.00,140户,20%,2015年,停车位充足,暂无数据,首华物业管理有限公司,116.49143800186839,39.92805810251799
格兰山水(一期),31607,延庆 延庆城区,医孟路,多层|小高层,1.02元/平米/月,商品房住宅,1.74,13000户,30%,2013年,停车位充足,北京宏济创业房地产开发有限公司,北京夏都红雨物业管理有限公司,115.9804426616727,40.472242728404304
顶秀金石家园,46522,丰台 宋家庄,金桥东街6号,高层,2.30元/平米/月,商品房住宅,0.00,1808户,暂无数据,2013年,暂无数据,锦能物业管理有限公司,北京鸿路泽物业管理有限公司,116.43755952382148,39.84283269991148
钟鼓胡同小区,176535,东城 景山,钟鼓胡同,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,33%,2001年,暂无数据,暂无数据,暂无数据,116.4205602598423,39.92860144255692
砖角楼南里,77734,朝阳 柳芳,东土城路,多层,2.80元/平米/月,商品房住宅,2.00,1441户,30%,1983年,小区有停车位300个,"快板电子科技有限公司,上海久誉软件系统有限公司",业主自管,116.43765887641088,39.959390706001386
尚城,30891,昌平 龙泽,发展路8号,高层,2.80元/平米/月,小产权房,3.00,暂无数据,30%,2010年,暂无数据,北京中天华瑞科技发展有限公司,北京中视盛元物业管理有限公司,116.30066018952573,40.11061283471207
首开万科城市之光,50162,通州 台湖镇,站前街,高层,0.00元/平米/月,商品房住宅,2.20,暂无数据,30%,暂无数据,暂无数据,暂无数据,北京万科物业服务有限公司,116.44397629974036,39.903941282491566
马池口红冶家属楼,29679,昌平 昌平县城,昌流路,多层,0.56元/平米/月,商品房住宅,1.20,暂无数据,30%,1988年,车位充足,无,业主自管,116.19845512080576,40.197200242050144
麦子店街小区,79807,朝阳 朝阳公园,麦子店街3号,多层,0.50元/平米/月,商品房住宅,2.30,1600户,20%,2015年,充足,上虹物业管理有限公司,北京大成房地产物业部,116.47495795847398,39.94970562114168
芳草园别墅,36292,通州 土桥,光华路,低层,0.55元/平米/月,商品房住宅,0.70,1228户,40%,1995年,充足,通州区住房和城乡建设委员会,北京天裕德物业管理有限责任公司,116.72661968438312,39.860448789857806
城南嘉园益明园,75628,丰台 马家堡,马家堡西路,多层|小高层,1.95元/平米/月,商品房住宅,1.80,1267户,32%,2003年,地上车位150/元、地下车位350/元,上海寰舟水产有限公司,北京京丰物业管理有限责任公司,116.373537559617,39.8418905550233
迎曦园,57247,朝阳 石佛营,姚家园路,高层,1.50元/平米/月,商品房住宅,0.00,1500户,35%,1999年,充足，地表车位150-210元/月,"阿克苏若贝尔,古驰贸易有限公司","阿克苏若贝尔,古驰贸易有限公司",116.51314348841433,39.94073057072344
东大桥路小区,84785,朝阳 东大桥,东大桥路,多层,2.00元/平米/月,商品房住宅,0.90,2000户,15%,2015年,800,"阿克苏若贝尔,古驰贸易有限公司",业主自管,116.45636572933398,39.919857469654
高楼金第,26112,通州 梨园,群芳南街,高层,1.80元/平米/月,商品房住宅,2.50,800户,31%,2010年,车位充足1180个,暂无数据,高楼金第小区物业管理办公室,116.6939778672365,39.87015712436405
丽园东里,42820,大兴 黄村,丽园路,多层,0.80元/平米/月,商品房住宅,1.00,720户,30%,2015年,车位充足,上海第一太平物业管理有限公司,北京金冠物业管理有限责任公司,116.33623901653722,39.755565892828265
新龙城,56494,昌平 回龙观,昌平路380号,小高层|高层,2.00元/平米/月,商品房住宅,2.45,6000户,40%,2000年,1：1.7，3500个，地上车位3500个地上：150元/车位/月年付1500,"凯兴实业有限公司,庆恒科技有限公司",新龙天宇物业管理有限公司,116.38753802648172,39.98243728295519
燕保祈东家园,38606,朝阳 垡头,化工路,高层,2.45元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2018年,暂无数据,上海纳腾仪器有限公司、领际教育国际课程中心,北京大唐物业管理有限公司第二分公司,116.53939547880738,39.860067530868406
圣馨家园,80382,朝阳 太阳宫,太阳宫南街,多层|高层,2.00元/平米/月,商品房住宅,2.00,1800户,20%,2010年,500,冠城开发,冠城物业管理公司,116.44717992668059,39.979887306390296
枣园东里,40672,大兴 黄村,枣园路,多层,0.80元/平米/月,商品房住宅,1.00,750户,30%,1999年,现在停车免费！,上海恒耀物业管理有限公司,枣园物业管理公司,116.34166702758125,39.759566096222045
百环家园,58864,朝阳 双井,广渠路66号,高层,1.70元/平米/月,商品房住宅经济适用房,2.90,5000户,30%,2005年,"地面小型汽车1/2h，大型汽车2/2h,车位150/月，地下小型汽车2/h，大型汽车4/h，车位350/月",均和集团,北京瑞发物业管理有限公司,116.47143902629975,39.896423048360454
定福庄西街小区,50933,朝阳 定福庄,定福庄西街,多层,0.80元/平米/月,商品房住宅,1.20,2759户,30%,1990年,2400,上海凯辉物业管理有限公司,北京欣亚中有限公司,116.5571290177104,39.91741506493839
南湖中园小区,71314,朝阳 望京,湖光北街,多层,0.68元/平米/月,商品房住宅,1.50,3783户,30%,1999年,150/月,北京市新兴房地产开发有限公司,兴安物业,116.46663399012688,40.00434206058615
天通苑西二区,40781,昌平 天通苑,立汤路,多层,1.25元/平米/月,经济适用房,1.10,5760户,30%,2015年,地上停车位150元/月 地下停车180元/月,北京顺天通房地产开发有限公司,北京顺天通物业管理公司,116.41350901074175,40.10863904478827
古城街道燕山水泥厂社区,39733,石景山 古城,京原路68号,多层,0.00元/平米/月,商品房住宅单位集体自建房,1.30,暂无数据,30%,1966年,暂无数据,燕山水泥厂房产开发公司,社区物业,116.1857689809022,39.899385079595824
古城南路小区(西区),51156,石景山 古城,古城路30号,多层|高层,0.00元/平米/月,商品房住宅单位集体自建房,1.70,2389户,20%,1958年,没有停车费,"上海佳佳航空服务有限公司,同润投资集团",北京首欣物业管理有限责任公司,116.19637922660276,39.915399871407026
南厂住宅(东区),29178,昌平 南口,西民路,多层,1.00元/平米/月,商品房住宅,0.00,2106户,30%,2015年,暂无数据,上海巨宏物业服务有限公司,上海巨宏物业服务有限公司,116.13410078356262,40.251646306655864
鹤巢居,64949,丰台 刘家窑,横五条,小高层|高层,2.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2005年,暂无数据,抚顺钢铁公司物业管理有限公司,北京龙腾洪都物业管理有限责任公司,116.43267894015523,39.85683467067936
港馨家园西区,37640,顺义 石园,顺康路,多层,0.62元/平米/月,商品房住宅,0.00,3250户,32%,2004年,免费停车,"北京辰光家园房地产开发有限公司,北京仁和日升房地产开发有限公司",北京港馨家园物业管理有限公司,116.68404602185709,40.111557874407644
北新桥三条,119192,东城 雍和宫,北新桥三条,低层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.44608650921384,39.97416289940782
颐阳山水居东区,43004,海淀 西北旺,黑龙潭路,多层,1.00元/平米/月,小产权房,1.53,暂无数据,35%,2015年,暂无数据,向蓝企业有限公司,北京同方物业管理有限公司,116.21808659959028,40.044612829435714
珠江罗马嘉园(西区),70161,朝阳 朝青板块,朝阳北路107号,小高层|高层,2.88元/平米/月,商品房住宅,2.52,3000户,30%,2004年,430,北京合生愉景房地产开发有限公司,北京康景物业管理有限公司,116.5181369890832,39.93087538687894
育新花园,79706,海淀 西三旗,西三旗东路,高层,1.00元/平米/月,商品房住宅,2.82,5000户,44%,1996年,150元/月，1500元/年,上海建廷物业管理有限公司,北京育新花园物业管理公司,116.35182201204934,40.06274904947312
沙河一通小区,43648,昌平 沙河,沙阳路,多层|高层,0.60元/平米/月,商品房住宅,1.50,374户,30%,2001年,暂无数据,北京顺天通房地产开发有限公司,北京百姓人家物业管理中心,116.2626210833835,40.12815209307252
拾景名苑,37313,石景山 古城,体育场西街20号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.20754821833052,39.907710776594165
庄胜二期,141279,西城 宣武门,香炉营东巷2号,小高层,2.80元/平米/月,商品房住宅,6.12,暂无数据,26%,2004年,暂无数据,上海前卫出租车限公司,庄胜芳庭苑芳芷苑物业有限公司,116.38698950496783,39.90385908797795
华业东方玫瑰,54788,通州 梨园,"梨园南街,近临河里路",高层,2.50元/平米/月,商品房住宅,3.12,7300户,35%,2006年,规划机动车停车位数量5800个，其中地上约1000个，地下约4800个。住宅的机动车车位配比为1：0.7。,北京君合百年房地产开发有限公司,深圳华业物业管理公司,116.6915560355816,39.885909106734324
太平家园,42751,昌平 天通苑,太平庄中街,多层,0.55元/平米/月,动迁配套房,1.20,1600户,30%,1995年,充足，150元/月,北京安地房地产开发有限责任公司,北京嘉仁物业管理有限责任公司,116.41507987758703,40.07582794956865
望京西园四区,63677,朝阳 望京,阜通西大街,高层,2.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1997年,暂无数据,"北京京海集团上海有限公司,上海智达科技有限公司",北京市望京实业总公司振安物业管理部,116.4778455615358,40.00247038502748
右内西街甲10号院,120001,西城 南菜园,右内西街甲10号,多层,0.00元/平米/月,单位集体自建房,1.40,20000户,20%,1987年,500,北京市第一建筑工程有限公司,仲量联行物业管理有限公司中融国际商城分公司,116.36643914947715,39.87938969503623
枣林前街147号小区,86023,西城 白广路,枣林前街147号,高层,0.00元/平米/月,单位集体自建房,3.00,暂无数据,10%,1992年,暂无数据,渡边物华园管理有限公司,业主自管,116.35735461819375,39.889209450171194
顶秀欣园西苑,53721,丰台 宋家庄,宋庄路,高层,1.10元/平米/月,商品房住宅,3.50,1031户,37%,2003年,停车位360个，150元/车位/月,锦能物业管理有限公司,北京鸿路泽物业管理有限公司,116.43377720847172,39.84509005513378
燕保祈东家园,38606,朝阳 垡头,化工路,高层,2.45元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2018年,暂无数据,上海纳腾仪器有限公司、领际教育国际课程中心,北京大唐物业管理有限公司第二分公司,116.53939547880738,39.860067530868406
宝盛里观景园,77621,海淀 清河,林翠路,多层,2.28元/平米/月,商品房住宅,1.38,2158户,30%,2008年,共934个，其中地上490个，地下444个,巨颂设计工厂,北京金泰物业管理有限公司,116.38079029864346,40.04156985969194
国锐金嵿,62055,大兴 亦庄,荣华南路1号,小高层|超高层,4.20元/平米/月,商品房住宅,4.83,1650户,30%,2014年,停车位配比1：1.6,北京国锐房地产开发有限公司,北京澳西物业管理有限公司,116.51449022803489,39.796677571072685
卢沟桥南里,47359,丰台 卢沟桥,晓月中路,多层,0.50元/平米/月,商品房住宅,1.24,1392户,30%,1987年,"基本上是每户一个车位,很充足.",北京市裕发东瑞房地产开发有限公司,北京华联新世纪物业管理公司,116.24411262033398,39.84524730437318
山水文园中园,87880,朝阳 华威桥,弘燕路,多层,2.98元/平米/月,商品房住宅,1.36,400户,30%,2005年,无地上车位，地下车位1500个，售价20万元/个左右,高力国际物业管理服务有限公司,北京九天物业管理有限公司,116.47652855582763,39.87244998318433
双柳新居,46171,朝阳 双桥,通惠河南沿河路,多层,0.60元/平米/月,商品房住宅,1.40,暂无数据,30%,2000年,停车位充足，租150元/月，租1200元/年,上海大众创业园物业管理有限公司,北京金海燕物业管理有限公司,117.1682002629063,40.41021542717039
大方居,39158,通州 九棵树,半壁店大街25号,高层,2.00元/平米/月,商品房住宅,3.10,5900户,35%,2007年,1062（地上停车位）,北京龙湖中佰置业有限公司,北京金罗马物业管理有限公司,116.63673810963236,39.88197763001341
乐栋300,33050,朝阳 双桥,北花园街甲1号,多层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.42460128717894,39.90410183133694
芳城园(一区),63455,丰台 方庄,方庄路,多层|高层,1.98元/平米/月,商品房住宅,2.00,5660户,31%,1997年,1000,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司,116.44228658707608,39.87538474912441
西富河园小区,54076,通州 北关,朝阳北路西富河园4号,多层,0.70元/平米/月,商品房住宅,0.00,1800户,暂无数据,2015年,1200元/月,北京富河房地产开发有限责任公司,北京海伦物业管理有限公司,116.64096400824295,39.934251063732205
呼家楼北里,72573,朝阳 呼家楼,朝阳北路,多层,0.50元/平米/月,商品房住宅,2.00,暂无数据,20%,2015年,充足,"阿克苏若贝尔,古驰贸易有限公司",北京旭芳鑫物业管理中心,116.4745443786172,39.92738563020564
阳光邑上,37186,房山 良乡,良乡东路56号,多层|高层,2.98元/平米/月,商品房住宅,1.60,1600户,30%,2011年,地上地下均150元/月,上海建跃物业管理有限公司建华大厦管理处、上海安益兴医疗器械有限公司、桐僖文化传播有限公司、上海三兄服饰有限公司、创高酒店用品设备有限公司储运部、上海雨农制衣有限公司、上海蒙牛乳业有限公司、上海麦轩贸易,北京远景方舟物业管理有限公司,116.16616696653843,39.73608210350678
角门西里晨光小区,64918,丰台 马家堡,角门北路,多层,0.80元/平米/月,商品房住宅,1.00,暂无数据,30%,2015年,150元/车位/月,隆江物业管理有限公司,久筑物业,116.38158493969759,39.8550442945013
中关园,27757,海淀 北京大学,成府路,多层,2.90元/平米/月,商品房住宅,1.20,500户,20%,1983年,停车位380个，出租300-600元/月,"贝古设计事务所,中国建筑与室内设计师网",-,116.32499600443543,39.99786952701159
澳洲康都,81268,朝阳 望京,望京北路39号,高层,2.50元/平米/月,商品房住宅,3.98,暂无数据,30%,2004年,暂无数据,上海金河制药厂上海树才贸易有限公司,上海金河制药厂上海树才贸易有限公司,116.46738326675273,40.019120138646954
郝家湾小区,110878,西城 车公庄,文兴街,多层,1.00元/平米/月,商品房住宅,1.00,268户,60%,1981年,150元/车位/月,无,北京金海燕物业管理公司,116.34100506625094,39.94174920875811
交大东路15号院,88895,海淀 交通大学,交大东路15号,高层,0.00元/平米/月,商品房住宅单位集体自建房,2.50,300户,20%,1995年,无固定停车位,京煤集团,京煤集团有限责任公司绿海物业管理分公司,116.35407244701294,39.95801381415272
汇鸿家园,50858,朝阳 管庄,常营南路50号,小高层,1.60元/平米/月,商品房住宅,2.44,3000户,30%,2004年,490多个车位、地表车位450个，150元/月,万宝商务公司,北京市汇荣嘉合物业管理有限公司,116.58869134112568,39.924842237240924
首开龙湖天璞,101619,朝阳 东坝,驹子房路,小高层,0.00元/平米/月,商品房住宅,2.20,暂无数据,30%,2017年,暂无数据,上海地铁运营有限公司,北京龙湖物业服务有限公司,116.56056764137205,39.97398195418275
彩俸小区(南区),24615,顺义 顺义城区,左堤路,多层,2.40元/平米/月,小产权房,1.00,1800户,20%,1995年,150元/位·月，车位充足,"上海肯德基有限公司,广州太二餐饮连锁有限公司",北京彩丰物业管理中心,116.70827502824166,40.13327206853941
朝内大街91号院,91352,东城 朝阳门,朝内大街91号,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,"上海吉广文化传媒有限公司,上海智奥会展有限公司",业主自营,116.43476597334656,39.93096508712712
中毛家湾胡同小区,157770,西城 西四,中毛家湾胡同,多层,1.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.36793797222056,39.9493205066006
恋日国际,55594,朝阳 CBD,南郎家园18号,高层,6.60元/平米/月,商品房住宅,4.90,暂无数据,30%,2002年,暂无数据,北京华野投资管理有限公司,北京华野家园物业管理有限公司,116.47149121784987,39.91112662221902
华业玫瑰东方,80712,朝阳 CBD,延静里中街,高层,2.50元/平米/月,商品房住宅,2.78,720户,50%,2005年,地下车位900个，500元/月，售价28—30万。,北京高盛华房地产开发有限公司,华业物业管理有限公司,116.49221593444003,39.924719744179704
通典铭居,51326,通州 通州北苑,"北苑北路,近京通快速路辅路",高层,1.95元/平米/月,商品房住宅,3.00,1100户,40%,2003年,地上150元/月，地下300元/月,北京福润达房地产开发有限公司,北京缘德物业管理有限公司,116.64137004233345,39.91398410894172
通大家园,29512,通州 九棵树,九棵树西路,高层,2.80元/平米/月,商品房住宅,2.59,750户,30%,2004年,3200,北京市烟草公司物资储运公司,北京通大家园物业管理有限公司,116.64719097220757,39.87809818231691
甘露园西里,55901,朝阳 甘露园,朝阳路,高层,1.00元/平米/月,商品房住宅,3.60,266户,30%,1975年,总数0个 地上车位0个,上海阿斯牛牛春天实业有限公司,北京国贸酒店物业管理有限公司,116.51645527133796,39.922587043022055
光辉南里小区,68106,朝阳 大望路,建国路,多层|小高层|超高层,1.50元/平米/月,商品房住宅,3.00,1500户,30%,2002年,150元/车位/月,印刷厂和社科院,街道办事处（委员会）,116.29376937778923,39.84644929341041
中海瓦尔登湖,48810,昌平 沙河,定泗路,低层,5.18元/平米/月,商品房住宅,0.56,144户,60%,2000年,停车位充足，276,中海发展（北京）有限公司,中海物业管理有限公司,116.32252593377464,40.12242608647177
呼家楼西里,74959,朝阳 呼家楼,朝阳路,多层,0.50元/平米/月,商品房住宅,2.00,460户,20%,2015年,150元/车位/月,"阿克苏若贝尔,古驰贸易有限公司",业主自管,116.47372539348375,39.92552829113273
石韵浩庭,86526,朝阳 双井,广渠路33号,高层,2.50元/平米/月,商品房住宅,3.84,842户,30%,2004年,车位充足，地下130元/月、地上230/月,上海红坊文化发展有限公司,北京浩庭物业管理有限公司,116.4796940047837,39.90059509671536
达富苑小区,45266,通州 果园,北苑南路48号,多层,0.60元/平米/月,商品房住宅,1.62,821户,30%,1999年,都是地上停车，小车150元/月，1600元/年，大车/210元/月，2300元/年,通州区住房和城乡建设委员会,北京新华敬业物业管理有限公,116.65647397151713,39.90049504694004
石园南社区,36112,顺义 石园,顺仁路,多层|高层,0.76元/平米/月,商品房住宅,2.80,1100户,30%,1996年,免费停车,北京建升房地产开发有限公司,北京建升物业管理有限责任公司,116.67123989708317,40.099868878054444
特区808,48791,朝阳 石佛营,石佛营路,小高层|高层,2.47元/平米/月,商品房住宅,3.70,292户,30%,2005年,1:1.2,北京市朝阳城市建设综合开发公司,北京市恒安物业管理有限公司,116.50841036249584,39.934360449632905
远洋新干线,73579,朝阳 三元桥,霄云路,高层,3.80元/平米/月,商品房住宅,3.99,暂无数据,31%,2005年,暂无数据,北京林达华夏房地产开发有限公司,远洋酒店物业管理公司,116.46663758334891,39.96333090814114
后街花园,45322,顺义 后沙峪,火沙路,多层,1.60元/平米/月,商品房住宅,1.70,142户,30%,2009年,115个,上海增沁物业管理有限公司,北京裕鑫物业管理公司,116.54569089365187,40.11326168525083
兆丰家园西区,27075,昌平 沙河,高教园南三街,高层,1.45元/平米/月,小产权房,0.00,暂无数据,30%,2009年,车位充足,江苏金枫物业服务有限责任公司上海分公司,北京玉泉物业服务有限公司,116.28640390142125,40.156857548673585
新光大中心,30000,通州 北关,永顺南街,高层,5.20元/平米/月,办公,9.10,暂无数据,3%,暂无数据,暂无数据,北京华恒兴业房地产开发有限公司,第一太平戴维斯物业顾问(北京)有限公司,116.66613398964923,39.921992054901544
加州水郡(东区),32381,房山 长阳,京深线,多层|小高层,1.98元/平米/月,商品房住宅,0.65,15000户,40%,2004年,暂无数据,上海新梅双塔物业管理有限公司,北京永隆国际酒店物业管理有限公司,116.17805963318503,39.773461018597175
蓝星花园,52234,顺义 后沙峪,裕华路,多层|小高层,1.00元/平米/月,商品房住宅,0.00,451户,30%,2001年,1：0.5,港联物业服务（上海）有限公司,北京中蓝物业管理有限公司,116.56041358197709,40.09492418069987
土桥PLUS,40575,通州 土桥,九棵树东路,高层,3.00元/平米/月,商品房住宅,2.80,暂无数据,30%,2017年,暂无数据,北京建安经营开发有限公司,北京银达物业管理有限责任公司,116.70496297582638,39.87256703292507
城南嘉园益嘉园,51262,丰台 马家堡,马家堡西路,多层,1.30元/平米/月,单位集体自建房,1.87,1267户,34%,2002年,地上车位150/元、地下车位350/元,上海寰舟水产有限公司,北京京丰物业管理有限责任公司,116.37904695714026,39.838821516855816
西马小区,58040,丰台 大红门,大红门西路35号,多层,0.60元/平米/月,商品房住宅,1.00,暂无数据,30%,2015年,地面车位150元/月,上海火炬房地产开发公司,北京裕发弘瑞物业管理有限公司,116.38655939628964,39.846555654790556
御槐园,37288,丰台 新宫,槐房路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.38039935608552,39.82018195103742
华清嘉园,116770,海淀 五道口,"成府路,近中关村东路",高层,1.98元/平米/月,商品房住宅,2.50,2392户,30%,2001年,地上车位500个，租价180元/月；地下车位400个，600元每月，2元/小时,中国网络联合公司,华润置地(北京)物业管理有限责任公司,116.34224697361849,39.99719705552086
时代庄园(别墅),95009,朝阳 北苑,红军营东路18号,低层,0.00元/平米/月,商品房住宅,0.89,暂无数据,40%,2003年,暂无数据,北京太合日盛房地产开发有限责任公司,2.8,116.44087103725346,40.04650108378878
中国铁建花语城,85331,朝阳 北苑,水岸南街2号,多层|高层,3.15元/平米/月,商品房住宅,2.02,暂无数据,30%,2012年,暂无数据,中国铁建房地产集团有限公司,北京大自然物业有限责任公司,116.44693136554598,40.05592106217938
东大桥路小区,84785,朝阳 东大桥,东大桥路,多层,2.00元/平米/月,商品房住宅,0.90,2000户,15%,2015年,800,"阿克苏若贝尔,古驰贸易有限公司",业主自管,116.45636572933398,39.919857469654
兴政东里,38525,大兴 黄村,兴政街3号,多层,0.80元/平米/月,商品房住宅,1.40,896户,35%,1994年,150元/月,上海嘉保物业管理有限公司,北京大兴城建开发物业管理二公司,116.34970263985966,39.73347510127448
西山国际城,68421,海淀 田村,阜石路甲69号,多层,4.20元/平米/月,商业,1.38,1468户,33%,2011年,地上停车位数量：500个、150元/月，地下停车位数量：1000个，300/月 目前正在建设中,上海安亭经济发展中心,北京昌泽物业管理有限公司,116.23583325375375,39.933046002802584
奥北中心南区,34997,昌平 立水桥,汤立路201号,高层,1.78元/平米/月,办公,3.00,暂无数据,30%,2003年,暂无数据,上海制皂,北京富瑞物业管理有限公司,116.41765792457012,40.06034036698043
华远和煦里,32368,大兴 生物医药基地,安顺南路12号,高层,1.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,无,无,116.40771916223828,39.70989000223979
芳城园(二区),68568,丰台 方庄,蒲芳路,多层|高层,0.50元/平米/月,商品房住宅,2.00,508户,30%,1996年,地面停车位200个，地下停车位500个,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司,116.43863892772227,39.87322606558408
蒲黄榆五巷,60175,丰台 蒲黄榆,蒲黄榆五巷,多层,0.60元/平米/月,商品房住宅,1.68,890户,30%,1982年,地上停车位,"上海芝阁信息科技服务有限公司,上海窗钩厂",天鸿物业管理有限公司,116.4133836971231,39.910924547299565
芳星园一区,72038,丰台 方庄,芳星路,高层,1.70元/平米/月,商品房住宅,3.40,1200户,30%,1994年,充足，150元/车位/月,上海映巷集团,北京方庄鸿鹄物业管理公司,116.43982406218159,39.86875031852953
芳群园二区,71359,丰台 方庄,芳古路,高层,1.80元/平米/月,商品房住宅,2.83,1775户,30%,1989年,150元/车位/月,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司第二分公司,116.4347710038574,39.86868607949376
首座绿洲,57996,丰台 马家堡,角门北路3号,高层,1.49元/平米/月,商品房住宅,3.00,6138户,45%,2003年,车位充足,双祥物业,北京筑宇物业管理有限责任公司,116.38846110905426,39.85739221933813
临泓路6号院,61453,丰台 大红门,临泓路6号,多层|高层,0.55元/平米/月,商品房住宅,2.26,500户,30%,2004年,150元/车位/月,"上海趣志网络科技有限公司,上海喜游娱乐有限公司",北京市建苑居物业管理中心,116.40424595381451,39.85116670409543
国美第一城2号院,61643,朝阳 朝青板块,青年路西里2号,高层,2.12元/平米/月,商品房住宅,3.00,暂无数据,30%,2006年,暂无数据,上海复旦复华商业集团企业管理有限公司,美天物业有限公司,116.51820939250729,39.94012184232057
首开智慧社,57681,昌平 回龙观,育知东路30号,高层,2.18元/平米/月,商品房住宅,3.00,1500户,35%,2011年,150元/位·月 1500/年,上海叶达贸易发展有限公司,北京天鸿宝地物业管理经营有限公司,116.3428909688386,40.07844724894584
蓝龙小区,32000,门头沟 大峪,滨河路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,30%,暂无数据,暂无数据,暂无数据,暂无数据,116.10743206924347,39.96010468500789
小红庙南里,91934,西城 广安门外,红莲南路,多层,0.00元/平米/月,商品房住宅单位集体自建房,2.00,4000户,31%,1997年,无停车位,暂未获知,无,116.34345366741005,39.884978630939536
葛布店东里,49811,通州 梨园,运河大街100号,多层,1.20元/平米/月,商品房住宅,0.80,暂无数据,30%,1980年,充足,通州区住房和城乡建设委员会,北京通运达物业管理有限公司,116.67285331486386,39.896034725409734
和平街东里,35175,昌平 昌平县城,鼓楼北街,多层,0.65元/平米/月,商品房住宅,1.40,9853户,35%,1996年,每户一个,上海智多信知识产权服务公司,居民自管委,116.23984161331221,40.2333082074263
金顶阳光槐满园,44473,石景山 金顶街,金顶北路20号,高层,1.80元/平米/月,商品房住宅,0.00,暂无数据,30%,2016年,暂无数据,黎安物业管理有限公司,北京华清物业管理有限责任公司,116.17052419741458,39.93527381000051
芳怡园,0,海淀 上地,后厂村路,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.44218489889235,39.97153969933016
尚城,30891,昌平 龙泽,发展路8号,高层,2.80元/平米/月,小产权房,3.00,暂无数据,30%,2010年,暂无数据,北京中天华瑞科技发展有限公司,北京中视盛元物业管理有限公司,116.30066018952573,40.11061283471207
宏盛家园,44301,大兴 西红门,欣旺北大街,多层,0.70元/平米/月,商品房住宅,1.20,2000户,30%,2003年,150元/月,北京日月星房地产开发有限责任公司,北京福盛物业管理中心,116.34333006057187,39.80092558041694
垡头北里,51746,朝阳 垡头,垡头街,多层,0.00元/平米/月,商品房住宅单位集体自建房,2.10,370户,30%,1982年,150/月，车位充足,"阿克苏若贝尔,古驰贸易有限公司",北京恒特物业管理有限责任公司,116.5184165417579,39.874749894097356
龙湖时代天街(东区),45960,大兴 生物医药基地,永兴路5号,高层,5.20元/平米/月,商品房住宅,2.80,2418户,30%,2014年,车位比1:1,北京龙湖置业有限公司,北京龙湖物业服务有限公司,116.3302952882999,39.69217026744603
国美第一城2号院,61643,朝阳 朝青板块,青年路西里2号,高层,2.12元/平米/月,商品房住宅,3.00,暂无数据,30%,2006年,暂无数据,上海复旦复华商业集团企业管理有限公司,美天物业有限公司,116.51820939250729,39.94012184232057
太阳国际公馆,96507,朝阳 太阳宫,西坝河北里27号,高层,2.84元/平米/月,商品房住宅,2.80,暂无数据,35%,2002年,暂无数据,北京华睿房地产开发有限公司,北京华睿房地产开发有限公司,116.4473696488043,39.97699755274125
常营民族家园,36189,朝阳 常营,常营北路,多层,0.50元/平米/月,商品房住宅,1.60,1200户,30%,2000年,地下595个,"上海泗塘资产管理有限公司,中国人寿保险股份有限公司（上海市宝山支公司）",北京正中方物业管理有限责任公司,116.58860195972743,39.93607808203173
工人体育场东路小区,78400,朝阳 朝外大街,工人体育场东路,多层,0.80元/平米/月,商品房住宅,2.20,1017户,30%,1988年,充足,三河福成房地产开发有限公司,银茂泰德物业管理有限公司,116.45620331569778,39.9310913727036
龙府花园,41107,顺义 胜利,中山北大街,多层,0.50元/平米/月,商品房住宅,1.50,1155户,35%,2000年,150元/车位/月,北京龙脉温泉房地产开发有限责任公司,北京昌振顺达物业管理有限公司,115.98980839491972,39.71489590254255
姚家园东里八号院,74381,朝阳 姚家园,姚家园东里8号,高层,3.50元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2010年,暂无数据,"上海塘头建材有限公司,中企物业管理有限公司",北京金隅物业管理有限责任公司,116.52493401772445,39.95512305919102
