小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
大雅宝胡同小区,152040,东城 东四,大雅宝胡同,多层,0.60元/平米/月,商品房住宅,0.00,268户,43%,2001年,暂无数据,暂无数据,暂无数据,116.4205602598423,39.92860144255692
宏大家园,48571,朝阳 小红门,成寿寺路149号,多层,1.00元/平米/月,商品房住宅,2.00,260户,35%,2001年,充足,北京迎联房地产开发有限公司,迎联房地产开发公司,116.45263102417624,39.845768950575135
北京时代广场,26315,房山 良乡,长虹东路,小高层,0.00元/平米/月,商业,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.18030899018201,39.730792116361314
田村路37号院,64696,海淀 田村,田村路37号,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,1990年,暂无数据,暂无数据,单位自管,116.26987552919043,39.935791299219986
华堂高尔夫公寓,21334,北京周边 燕郊,神威北路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.47819500237918,39.943662043970065
格瑞雅居,54933,通州 九棵树,内环路9号,多层|小高层|高层,2.50元/平米/月,商品房住宅,1.90,780户,35%,2003年,地上停车位300个,北京宏泰旸房地产开发有限公司,北京宏泰旸物业管理有限公司,116.47255978369469,39.98416273002138
蒲黄榆路小区,63561,丰台 蒲黄榆,蒲黄榆路3-11号(单号),多层,1.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1990年,暂无数据,暂无数据,暂无数据,116.4283788226451,39.86977926185924
慧忠北里第三社区,69288,朝阳 奥林匹克公园,安立路,高层,1.44元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1997年,暂无数据,北京恒天明泽基金销售有限公司、锦江国际（集团）有限公司、优艾希杰商（上海）贸易有限公司,北京华民物业管理有限公司,116.40793718098554,40.01368197927035
光明楼小区,95152,东城 光明楼,光明中街,多层,0.50元/平米/月,商品房住宅,0.00,600户,30%,1988年,150元/车位/月,上海联创设计集团股份有限公司,业主自管,116.44396578956588,39.89236319252065
新城国际,123409,朝阳 建外大街,朝阳门外大街6号,高层,1.20元/平米/月,商品房住宅,3.00,暂无数据,30%,2002年,暂无数据,北京锦荣物业管理有限公司,安信行物业管理有限公司,116.46215279309034,39.92390911259382
南庭新苑北区,56250,丰台 新宫,槐房西路,高层,1.50元/平米/月,商品房住宅,3.50,暂无数据,30%,2009年,车位充足，有地上停车位和地下停车位，北区有停车楼。目前不收取停车费,"快板电子科技有限公司,上海久誉软件系统有限公司",北京京丰物业管理有限责任公司,116.3754772707047,39.81294522911706
蓬莱苑,48022,昌平 北七家,七北路,低层,1.80元/平米/月,商品房住宅,0.45,150户,30%,1996年,每户一位,中国石化实业有限公司,北京蓬莱物业开发中心,116.4579339910933,40.11434504709153
甘雨胡同2号院,195140,东城 灯市口,甘雨胡同2号,多层,0.50元/平米/月,单位集体自建房,2.00,暂无数据,暂无数据,1999年,暂无数据,"上海吉广文化传媒有限公司,上海智奥会展有限公司",街道代管物业,116.42316920853493,39.92340730466087
石榴园南里小区,55233,丰台 石榴庄,石榴庄路,多层|小高层,0.80元/平米/月,商品房住宅,1.33,3623户,30%,1996年,150/车位/月,上海家能实业有限公司,北京中创物业管理有限公司,116.42452699731327,39.85036205028525
次渠嘉园四区,26666,通州 次渠,北小营路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,广东中奥物业管理有限公司北京分公司,116.43071295452967,39.99985016494644
在水一方,43543,通州 永顺,永顺西街72号,多层|小高层|高层,1.30元/平米/月,商品房住宅,2.06,1100户,39%,2003年,现在有出入证，车位费暂时免收，小区内是随便停的，目前没固定车位。,通州区住房和城乡建设委员会,北京天翼物业管理有限责任公司,116.79741415348843,40.62048530001449
罗府家园,29801,房山 良乡,房山区良乡拱辰南大街85号,多层|小高层|高层,0.50元/平米/月,商品房住宅,2.20,暂无数据,40%,2003年,充足,暂未获知,罗府家园物业管理中心,116.14760420181914,39.733362806583784
大钟寺甲8号院,77885,海淀 中关村,大钟寺甲8号,多层,1.00元/平米/月,商品房住宅,1.00,134户,10%,1995年,充足,"上海丝绸模特时装团,上海京络医疗有限公司",业主自管,116.34941338548545,39.9689360281557
八宝庄,79712,海淀 定慧寺,定慧寺路,多层|高层,0.64元/平米/月,商品房住宅,2.06,1000户,12%,2015年,无车位费,上海奔虎国际贸易有限公司,慧宝物业,116.29470972399707,39.92706561044582
永定路15号院,102844,海淀 永定路,永定路15号,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1972年,暂无数据,诺贝咨询有限公司、上海席梦思床褥家具销售有限公司、联合传媒,北京六建集团有限责任公司物业管理分公司,116.26993598515125,39.92724509005162
云岗西路12号院,43750,丰台 云岗,云岗西路12号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,32%,1995年,暂无数据,暂无数据,无,116.16144359711608,39.81672655820627
粮食局宿舍,12939,北京周边 廊坊,金光道,多层,0.00元/平米/月,单位集体自建房,暂无数据,暂无数据,暂无数据,2000年,暂无数据,暂无数据,暂无数据,116.23520300260795,40.220833030282186
高能所小区,67423,石景山 老山,玉泉路19号,多层,0.00元/平米/月,经济适用房单位集体自建房,0.00,1167户,30%,1957年,80元/车位·月,高能物理研究所,高能所房管科,116.25773699632575,39.91704906673818
上悦居,45161,门头沟 永定,石龙南路,高层,2.88元/平米/月,商品房住宅,2.50,暂无数据,30%,2016年,暂无数据,北京城建兴云房地产有限公司,暂无数据,116.11702576907301,39.902193504615745
幸福二村,81619,朝阳 工体,春秀路,多层,2.40元/平米/月,单位集体自建房,1.60,440户,30%,1992年,民宅小区停车位较少，甲宅院内停车免费。,上海家能实业有限公司,北京天鸿宝地物业管理经营有限公司,116.45385999594443,39.94523207332502
景山前街小区,162723,东城 王府井,景山前街,低层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.40039819870495,39.9295371528575
中科院华严北里小区,83189,朝阳 健翔桥,民族园西路,高层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.38653190814104,39.98986597164781
华冠丽景嘉园,129983,东城 东直门,东直门北小街16号,小高层,2.98元/平米/月,商品房住宅,2.50,600户,35%,2004年,停车位1：1.5，150元/车位/月,北京市泰安房地产开发有限公司,北京市东旭佳业物业管理有限责任公司,116.43292606400102,39.951795987509236
白各庄新村,23188,昌平 沙河,定泗路66号,高层,0.50元/平米/月,小产权房,0.00,暂无数据,暂无数据,2000年,总数0个 地上车位0个,暂无数据,北京白各庄物业管理有限公司,116.36355702607894,40.11981007921783
华亭嘉园,69016,朝阳 健翔桥,北四环中路6号,高层,3.40元/平米/月,商品房住宅,3.20,1100户,40%,2000年,地下二层车位费：700元/月，地下三层车位费：550元/月。停车管理费50元/月。,"上海敏信科技有限公司,上海仪电电子工程管理有限公司",华润置地(北京)物业管理有限责任公司,116.28230403507374,39.922853063692706
花雨汀,40032,昌平 昌平县城,中兴路17号,小高层,2.40元/平米/月,商品房住宅,2.55,725户,30%,2014年,共450个车位,丽宝物业管理有限公司,北京鼎轩物业管理有限公司,116.24261025018212,40.20177072751385
首城汇景湾(东区),23401,平谷 平谷城区,金河街6号,高层,0元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,117.02371662502033,40.06866440112957
增光路43号院,95237,海淀 增光路,海淀区首体南路甘家口增光路43号,多层,0.00元/平米/月,商品房住宅,1.10,216户,30%,1980年,充足,无,业主自管,116.32346574099917,39.934263511882726
东领鉴筑家园,50777,朝阳 定福庄,定福庄北街,多层,1.80元/平米/月,商品房住宅,1.73,608户,30%,2005年,336个车位,"上海孝天财务咨询有限公司,绿光教育",北京天宇嘉业物业管理有限公司,116.55898554570787,39.925236205520996
蓝筹名座,78181,朝阳 朝外大街,朝外北街,高层,3.50元/平米/月,商品房住宅,5.90,456户,45%,2003年,450元/车位·月，地下车库，电梯直接入户,北京中关村开发建设股份有限公司,中天物业,116.44543712416069,39.932997661605214
燕莎后,77079,朝阳 酒仙桥,酒仙桥路,小高层|高层,2.80元/平米/月,商品房住宅,2.50,793户,33%,2004年,地上140个，150元/月，地下400个，470元/月,"上海海邦实业有限公司,上海博隆食品有限公司",北京燕侨物业管理有限责任公司,116.78706261977476,40.328923126439385
裕泽园,103366,海淀 定慧寺,彰化南路,小高层,2.20元/平米/月,商品房住宅,0.00,暂无数据,20%,2000年,暂无数据,北京裕泽房地产开发有限责任公司,北京集兴物业管理有限公司,116.29940094486184,39.942352874753674
永泰园(中区),55403,海淀 清河,永泰庄路,多层,1.20元/平米/月,商品房住宅,0.00,暂无数据,41%,1980年,暂无数据,上海萝卜装饰工程有限公司,北京佳美物业管理有限责任公司,116.35518796279524,40.040421046400915
富贵园(二区),91309,东城 东花市,东花市大街,高层,1.10元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2003年,暂无数据,上海新金博房地产有限公司物业管理部,北京国瑞物业管理有限公司,116.4377895798626,39.90226907505529
芍药居5号院,111160,朝阳 芍药居,育慧南路,多层|高层,1.00元/平米/月,商品房住宅,2.16,742户,34%,1990年,150元/月,"上海北宙企业管理有限公司,科特环保设备有限公司",北京市东城区住宅开发总公司,116.43855188191836,39.98785009548686
京达国际公寓,75934,朝阳 朝阳公园,朝阳公园路11号,高层,1.00元/平米/月,商品房住宅,2.60,500户,35%,2004年,停车位1：1，出售15-25万/位,上海双钱集团物业管理有限公司,美国杰肯道夫物业管理公司,116.53686261659143,39.85631021213602
澜西园(三区),26579,顺义 顺义城区,顺兴路,多层,1.38元/平米/月,商品房住宅,1.20,暂无数据,25%,2003年,暂无数据,北京大地房地产开发有限责任公司,北京顺宇物业管理有限责任公司,116.63869192411657,40.11644619665892
和平街(八区),84547,朝阳 和平街,和平西街,多层,1.20元/平米/月,商品房住宅单位集体自建房,1.30,658户,10%,1980年,150个,"阿克苏若贝尔,古驰贸易有限公司",北京首华物业管理有限公司,116.1725791619975,39.9284943520731
上东新居,9333,昌平 沙河,汤尚路,多层|小高层,0.55元/平米/月,小产权房,1.20,300户,20%,2012年,暂无数据,北京龙聚天成房地产开发有限责任公司,北京龙聚天成物业管理有限公司,116.32384752084091,40.15546888760425
团结湖东里,65927,朝阳 团结湖,姚家园路,多层|高层,2.50元/平米/月,商品房住宅,1.30,暂无数据,20%,2015年,150元/车位/月,上海德律风物业有限公司,北京锦湖园物业管理有限公司,116.51572068110887,39.94452185852566
东高地,48945,丰台 东高地,万源北路,多层,0.50元/平米/月,商品房住宅,1.10,3000户,30%,2015年,车位充足,北京城建房地产开发有限公司,万源物业,116.42752518178337,39.813408293695794
石门营新区七区B1(石门营新区七区北苑),22300,门头沟 永定,石园中路,多层,1.50元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2013年,暂无数据,暂无数据,北京奥和物业有限公司,116.11302761426514,39.89373546489226
总政大院西院,103420,东城 安定门,鼓楼外大街,多层,0.00元/平米/月,商品房住宅动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.40005787386588,39.96311080814448
育德胡同,182700,西城 新街口,育德胡同,低层,0.00元/平米/月,商品房住宅,0.00,126户,暂无数据,2000年,停车位充足,暂未获知,-,116.43845001407352,39.92798133187179
人民日报社家属区,87954,朝阳 红庙,金台北街,多层|高层,0.80元/平米/月,商品房住宅,1.25,3471户,30%,1975年,500个,上海天行物业管理有限公司,金台物业管理有限公司,116.47755567834774,39.92661680561007
云趣园(二区),41541,昌平 回龙观,龙禧二街,多层,0.63元/平米/月,经济适用房,1.50,1645户,35%,2000年,地表车位150元/月,上海家能实业有限公司,长城物业集团股份有限公司,116.33767612569207,40.089579880534956
青年湖东里,101097,东城 安定门,安德里北街,多层|高层,0.00元/平米/月,商品房住宅,2.30,1820户,30%,2015年,500个,北京市房地产开发经营总公司,东城房地产经营管理中心和平里分中心,116.413109624112,39.9626012711467
长桥园公寓,44710,通州 八里桥,滨惠南四街,小高层|高层,1.80元/平米/月,商品房住宅,3.38,952户,30%,2002年,地上停车位租价为150元/月，地下停车位租价为280元/月,北京中博房地产开发有限公司,北京均豪物业管理股份有限公司,116.63386380149208,39.913787369167046
西罗园北路15号院,47497,丰台 西罗园,西罗园北路15号,多层,0.30元/平米/月,商品房住宅,1.50,2285户,40%,2015年,50,"上海新合天下科技有限公司,上海世纪登山护具有限公司",西罗园物业管理有限公司,116.39744730822333,39.87035364430288
人济山庄,106436,海淀 紫竹桥,紫竹院路1号,高层,2.80元/平米/月,商品房住宅,2.90,1200户,50%,2003年,停车位1030多个，出售22万-26万/位，二期出租450元/月，无地上停车，一期车位150元/月，全地上停车.,北京人济房地产开发有限责任公司,北京普瑞物业管理有限公司,116.3204022497185,39.94842526241447
望京明苑,58944,朝阳 望京,广顺北大街36号,高层,1.98元/平米/月,商品房住宅,3.60,448户,38%,2001年,地上150元/辆·月 。 地下380元/辆·月,上海万科房地产有限公司，天安中国房地产有限公司,北京燕晨物业管理中心,116.47563680794788,40.009869667977036
天龙华鹤,43929,丰台 科技园区,百强大道10号,高层,2.60元/平米/月,商品房住宅,2.50,1434户,30%,2003年,"地上及地下车库共计565个,地上150元",北京天华宏业房地产开发有限公司,北京宝隆城房地产开发经营中心,116.2984449681381,39.83890309742833
大慧寺21号院,103367,海淀 魏公村,大慧寺路21号,多层|高层,1.10元/平米/月,商品房住宅单位集体自建房,1.40,暂无数据,33%,1990年,车位充足,北京国天物业管理发展有限公司,水勘院物业,116.3393714078505,39.961670462773725
北京青年城,61221,朝阳 北苑,北苑东路,多层|小高层,1.22元/平米/月,商品房住宅,1.57,366户,41%,2015年,停车位1071个，150元/月,北京新华联恒业房地产开发有限公司,北京悦豪物业管理有限公司,116.44593990575461,40.0362407425126
观林阁,24179,顺义 后沙峪,裕安路18号,小高层,1.80元/平米/月,商品房住宅,0.00,1253户,暂无数据,2012年,暂无数据,北京裕鑫房地产开发有限公司,观林阁花园花园物业公司,116.55153904218291,40.108712644770804
嘉铭园,87928,朝阳 亚运村小营,小营路,多层,1.30元/平米/月,商品房住宅,2.20,2122户,20%,2001年,AB区停车位900余个，月租费500元/位·月(含管理费),旭和物业招商部,北京盛世物业服务有限公司,116.43391384073978,40.008479363304915
威尼斯花园,34000,昌平 北七家,立汤路,低层,3.10元/平米/月,商品房住宅,0.60,468户,40%,1996年,420,北京市裕发东瑞房地产开发有限公司,水运风情庄园物业管理公司,116.4260690285517,40.11547660261615
锦利年华公寓,17606,顺义 顺义城区,双河大街甲57号,多层,1.50元/平米/月,小产权房,0.00,暂无数据,30%,暂无数据,暂无数据,暂无数据,无,116.66262502866616,40.10377678454239
京通苑阳光华苑,45723,朝阳 管庄,朝阳路,小高层,0.80元/平米/月,商品房住宅,2.40,4472户,50%,2003年,地上150/每月 地下350/每月（地下车位充足）,"上海敏信科技有限公司,上海仪电电子工程管理有限公司",华润置地(北京)物业管理有限责任公司,116.60337459383902,39.919835888281135
北新仓胡同小区,101988,东城 东直门,北新仓胡同,低层,0.50元/平米/月,商品房住宅,0.00,500户,暂无数据,2015年,150元/车位/月,"上海北宙企业管理有限公司,科特环保设备有限公司",东旭佳物业,116.4205602598423,39.92860144255692
姚家园西里二号院,53214,朝阳 姚家园,姚家园西里2号,多层,3.50元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2007年,暂无数据,"上海塘头建材有限公司,中企物业管理有限公司",北京金隅物业管理有限责任公司,116.51955819823053,39.95502391933463
兆丰馨园东区,50000,丰台 青塔,小屯路68号,高层,0.50元/平米/月,小产权房,0.00,暂无数据,30%,暂无数据,暂无数据,上海外高桥集团有限公司,玉泉物业管理有限公司,116.25767483358446,39.89856902546925
富锦嘉园(五区),55807,丰台 科技园区,丰葆路,多层,1.78元/平米/月,商品房住宅,1.50,暂无数据,30%,2000年,暂无数据,上海久晟物业管理公司,北京丰台城建物业管理公司,116.29472310874918,39.82191609530214
劲松六区,67030,朝阳 劲松,劲松南路,多层,0.48元/平米/月,商品房住宅,1.50,1200户,25%,2015年,暂无数据,"阿克苏若贝尔,古驰贸易有限公司",北京市房屋管理局第一管理所,116.45882178642881,39.88651693689347
和义南苑北里小区(南苑北里二区),46128,丰台 和义,龙和路,多层|高层,0.55元/平米/月,商品房住宅,1.40,暂无数据,30%,1999年,总数0个 地上车位0个,"上海永腾投资管理有限公司,上海电音马兰士贸易有限公司",北京开兴义物业管理有限责任公司,116.40402497065904,39.81452063346082
南海家园七里,34953,大兴 亦庄,泰河一街,多层,1.50元/平米/月,商品房住宅,2.08,暂无数据,30%,2012年,地上地下均有车位,暂未获知,无,116.50082897750025,39.76313004804228
善缘家园,33620,昌平 百善,南百路,多层,0.70元/平米/月,商品房住宅,2.00,400户,33%,2009年,暂无数据,上海启胜物业管理服务有限公司环贸广场分公司,北京都市新缘物业管理有限公司,116.33005130852338,40.17410789345714
中国水电云立方,44130,大兴 生物医药基地,永旺路6号,高层,2.81元/平米/月,商品房住宅,2.50,983户,30%,2014年,车位配比1:1,上海泰高实业有限公司,北京中水电物业管理有限公司,116.32566416407374,39.68591953748203
中国水电北郡嘉源,39994,昌平 南邵镇,南丰路,高层,0.98元/平米/月,商品房住宅,1.73,1339户,30%,2013年,暂无数据,"上海企树网络科技有限公司,沪郎物流",无,116.28379899510344,40.203803508359314
福盈家园4号院,47217,朝阳 定福庄,三间房西路4号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.57441951233591,39.92563508224337
沙子口路70号楼,73504,东城 永定门,沙子口路70号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.41260648319586,39.867277443411865
正义路10号院,109375,东城 崇文门,正义路10号,高层,0.00元/平米/月,单位集体自建房,2.35,104户,25%,2000年,暂无数据,"上海吉广文化传媒有限公司,上海智奥会展有限公司",街道代管物业,116.41162867764825,39.909490427645174
百朗园社区,66561,海淀 五棵松,复兴路甲36号,高层,2.80元/平米/月,商品房住宅,4.50,581户,30%,2001年,充足、260元/车位/月,北京金建房地产开发有限公司,北京宝联物业管理有限公司,116.27005213605369,39.91287830502635
同庆园,38360,大兴 西红门,南西路,多层,0.80元/平米/月,商品房住宅,0.00,暂无数据,30%,1999年,总数0个 地上车位0个,无,无,116.36598649333068,39.79934050738182
矿冶佳苑,45762,丰台 草桥,右安路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2000年,暂无数据,暂无数据,无,116.34829655997372,39.83152805981914
万寿路西街12号院,99871,海淀 万寿路,万寿路西街12号,多层|高层,0.00元/平米/月,商品房住宅,1.90,暂无数据,暂无数据,2000年,暂无数据,诺贝咨询有限公司、上海席梦思床褥家具销售有限公司、联合传媒,北京六建集团公司,116.29399152874184,39.91483380515981
星城北里,24127,房山 阎村,京周路,多层|高层,0.50元/平米/月,商品房住宅,2.50,暂无数据,22%,1996年,暂无数据,北京欣景苑房地产开发公司,北京欣景苑物业管理有限公司,116.06797687429533,39.721850478008825
周庄嘉园7号院,59147,朝阳 十里河,西大望南路,多层,0.60元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2002年,暂无数据,震旦大楼管理（上海）有限公司,北京金都宏业物业管理中心,116.48611042138036,39.867431814015255
雅苑,17845,房山 韩村河,岳琉路,多层|高层,0.80元/平米/月,商品房住宅,1.20,暂无数据,42%,2002年,暂无数据,北京韩村河房地产开发有限公司,北京地杰物业管理有限公司,115.99783025863229,39.606530047951715
金隅景和园,50102,朝阳 东坝,驹子房路,多层,1.98元/平米/月,商品房住宅,1.70,2000户,30%,2010年,总数0个 地上车位0个,"上海塘头建材有限公司,中企物业管理有限公司",旺达家兴物业管理公司,116.55655275472574,39.95690098416927
九龙花园,63016,朝阳 双井,广渠路31号,高层,1.87元/平米/月,商品房住宅,2.90,2340户,39%,1998年,地上车位每月每位150元，地下车位350元/月,上海安垦集团物业管理有限公司,北京德诚物业管理有限公司,116.4772281561588,39.90004219186226
丰泽盈和,83157,海淀 上地,圆明园西路2号,多层,0.80元/平米/月,商品房住宅单位集体自建房,0.00,暂无数据,暂无数据,1996年,总数0个 地上车位0个,暂未获知,北京中保益农物业管理有限公司,116.29361603703867,40.028946066782424
润泽庄园,87544,朝阳 来广营,水岸南街,低层,6.00元/平米/月,商品房住宅,0.70,433户,40%,2008年,1：1.3,北京润泽庄苑房地产开发有限公司,北京国贸酒店物业管理有限公司,116.44414679812614,40.061823137090634
天韵家园,36927,怀柔 怀柔城区,兴怀大街,多层,2.56元/平米/月,商品房住宅,0.00,暂无数据,32%,2000年,暂无数据,无,居民自管委,116.63859454779929,40.328367464012935
中兴和园,23013,北京周边 燕郊,燕顺路509号,高层,1.50元/平米/月,商品房住宅,2.24,1581户,35%,2011年,869个 120元/月（地上），50元/月(地下，需自己购买车库）,三河中投房地产开发有限公司,三河中兴物业管理有限公司,116.3745130295703,39.95993006225411
中海九号公馆(二区),80255,丰台 科技园区,丰葆路98号,低层,4.68元/平米/月,商品房住宅,0.80,776户,30%,2012年,560,北京中海豪景房地产开发有限公司,北京中海物业管理有限公司,116.30217616990436,39.824297025541014
阜成门外大街小区,127646,西城 阜成门,阜成门外大街7号,小高层,0.50元/平米/月,商品房住宅,1.80,3000户,25%,1993年,充足,二建建筑工程有限公司,业主自管,116.35533995608753,39.92657717452738
南纬路2号院,112576,西城 天桥,南纬路2号,多层,0.50元/平米/月,商品房住宅,1.30,1500户,18%,1982年,地上停车256个,禹州物业管理有限公司,北京宣武区房地产管理局,116.40130418293043,39.885962602650054
四合上院,151611,西城 宣武门,山西街6号,高层,2.58元/平米/月,商品房住宅,5.14,1400户,30%,2011年,车位910个 车位比例1:0.65，租价150元/位·月,"上海康森国际贸易科技有限公司,上海蓝声健康咨询有限公司",长城物业集团股份有限公司,116.3847444598373,39.89802655232392
融科橄榄城(二期),94791,朝阳 望京,宏泰东街,高层,2.60元/平米/月,商品房住宅,0.00,暂无数据,30%,2006年,暂无数据,北京东环望京房地产有限公司,第一太平戴维斯物业顾问(北京)有限公司,116.4937291300716,40.00309596372521
丽水莲花小区,102957,西城 广安门外,莲花河胡同1号,高层,2.30元/平米/月,商品房住宅,3.50,1848户,20%,2006年,地上停车位125个，地上停车位150元/月、地下停车位932个，地下车位900-1000元,上海华东物业有限公司,北京天宝伟业物业管理有限责任公司,116.33536757036197,39.89848717042372
武夷花园月季园,52357,通州 武夷花园,通胡大街1号,多层|高层,1.88元/平米/月,商品房住宅,2.20,840户,50%,2009年,1000,北京海鸿物业经营管理有限公司,北京武夷物业管理有限公司,116.71221867926101,39.92527355492335
鲁能丰和台,78571,丰台 宋家庄,顺八条10号,多层,0.40元/平米/月,商品房住宅其他,0.00,暂无数据,30%,暂无数据,暂无数据,北京顺义新城建设开发有限公司,暂无数据,116.42916297238916,39.849858106846916
尚三环,51685,丰台 宋家庄,顺八条,高层,2.86元/平米/月,小产权房,3.91,156户,30%,2011年,38,上海豪景物业管理有限公司,北京正华天泰物业管理有限责任公司,116.34489616639796,39.894676684763546
琨御府,139499,海淀 定慧寺,蓝靛厂南路,多层|小高层,4.80元/平米/月,商品房住宅,1.58,345户,50%,2016年,暂无数据,上海肇立物业管理有限公司,北京戴德梁行物业管理有限公司,116.29678391141962,39.93982905881821
武夷花园牡丹园,53788,通州 武夷花园,通胡大街,小高层,0.65元/平米/月,商品房住宅,2.00,2500户,44%,2001年,不带锁车位60/月，带锁车位80/月。,北京海鸿物业经营管理有限公司,北京武夷物业管理有限公司,116.70356314635018,39.92488601929221
丽都职工宿舍,71101,朝阳 酒仙桥,芳园南里43号,高层,0.55元/平米/月,商品房住宅,3.60,768户,24%,1988年,充足,丽都饭店,业主自管,116.48706702691794,39.97830909444631
天竺花园天韵阁,38536,顺义 天竺,天北路,多层|小高层,1.50元/平米/月,商品房住宅,0.00,956户,35%,2003年,加有地锁的90元/月，不加的免费停车,北京市天竺房地产开发公司,天房物业管理公司,116.57262990809893,40.06778453725514
北京亚美国际酒店,40000,顺义 机场,岗山路42号,低层,0元/平米/月,酒店,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.61340417485792,40.050708782913624
石佛营南里小区,42531,朝阳 石佛营,石佛营路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,30%,暂无数据,暂无数据,暂无数据,居民自理,116.50522959653252,39.927908572584656
北街家园(八区),46723,昌平 沙河,高教园北三街,高层,2.20元/平米/月,商品房住宅,2.60,暂无数据,50%,2008年,暂无数据,上海联瑞电子技术有限公司,北京罗顿物业管理有限公司,116.26609303417956,40.17122939847632
东苑公寓,62784,朝阳 朝阳公园,朝阳公路25号,高层,0.00元/平米/月,商业,0.00,暂无数据,30%,暂无数据,暂无数据,上海物华管理有限公司,北京兰华物业管理有限公司,116.47861693647722,39.953871286885395
御园B区,28150,大兴 庞各庄,民生路3号,高层,0.80元/平米/月,商品房住宅,0.00,暂无数据,40%,2007年,暂无数据,北京兴业万发房地产开发有限公司,北京高力国际物业管理有限公司,116.32721778345326,39.63416735416128
丽景长安,45434,门头沟 永定,石龙西路,高层,3.68元/平米/月,商品房住宅其他,3.74,960户,30%,2013年,车位配比为1:1,北京住总骏洋置业有限公司,远洋亿家物业服务股份有限公司,116.11526116108514,39.910777954402306
蒲黄榆五巷,60175,丰台 蒲黄榆,蒲黄榆五巷,多层,0.60元/平米/月,商品房住宅,1.68,890户,30%,1982年,地上停车位,"上海芝阁信息科技服务有限公司,上海窗钩厂",天鸿物业管理有限公司,116.4133836971231,39.910924547299565
宣颐家园,51295,大兴 旧宫,宝颐路,多层|小高层|高层,1.80元/平米/月,商品房住宅,1.30,4186户,37%,2001年,1：1.5，地上：包年120元/月，包月150元/月。,北京宣颐房地产开发有限责任公司,北京佳安颐园物业管理有限责任公司,116.45906882044405,39.81721176110026
紫峰九院城,38898,通州 永乐店,张凤路,小高层,0.80元/平米/月,商品房住宅,1.78,1159户,30%,2015年,暂无数据,上海明新物业管理有限公司,北京市新奥物业管理有限公司,116.73839584080507,39.68880569784744
新景家园(西区),100895,东城 崇文门,西花市大街32号,高层,2.48元/平米/月,商品房住宅动迁配套房,2.60,暂无数据,30%,2001年,暂无数据,上海友喜建设集团有限公司,北京新世界物业管理有限公司,116.42866522130609,39.90240987444565
东关北里,42340,昌平 昌平县城,东环路,多层,0.60元/平米/月,商品房住宅,1.30,3652户,25%,2015年,充足,上海显贵物业管理有限公司,北京鼎泽物业管理有限责任公司,116.24883290228028,40.23319932312335
力宝诗礼庭,28274,大兴 亦庄,荣华中路8号,高层,1.50元/平米/月,商品房住宅,3.23,暂无数据,30%,2013年,暂无数据,北京力宝世纪置业有限公司,第一太平戴维斯物业顾问有限公司,116.50933700864634,39.809523067767984
行宫园一里,29405,房山 良乡,房山良乡行宫东街,多层,1.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1993年,暂无数据,北京集达房地产开发有限公司,行宫园物业公司,116.15261198554562,39.75701511217847
长阳半岛3号院,45782,房山 长阳,祥云街3号,小高层|高层,0.00元/平米/月,商品房住宅,2.20,暂无数据,31%,2012年,暂无数据,典慧投资有限公司,北京万科物业服务有限公司,116.21132577266107,39.76559629312938
天竺家园,31645,顺义 天竺,李天路,多层,0.30元/平米/月,商品房住宅,2.13,4000户,30%,2009年,1：1,北京市天竺房地产开发公司,北京顺义区天竺新村物业管理公司,116.5947021727846,40.04883279700399
